frame,N,rho,Energy,Virial,Pressure
0,24000,0.029999999999999999,27028.036211396153,53309.573284673461,0.063318483302920919
1,24000,0.029999999999999999,25854.080317940334,53493.723539053892,0.063433577211908676
2,24000,0.029999999999999999,27737.165817440477,54179.187893675888,0.063861992433547426
3,24000,0.029999999999999999,26965.780069456407,53639.960372796493,0.063524975232997799
4,24000,0.029999999999999999,25826.788745059359,52639.46174091749,0.062899663588073432
5,24000,0.029999999999999999,26354.067043988704,53345.092179788451,0.063340682612367777
6,24000,0.029999999999999999,28603.346749360851,55618.746945865969,0.064761716841166231
7,24000,0.029999999999999999,26304.846304512743,53247.582002611511,0.063279738751632203
8,24000,0.029999999999999999,26667.601050347126,54403.014789222092,0.064001884243263807
9,24000,0.029999999999999999,26616.739769494849,53422.533560013828,0.063389083475008642
10,24000,0.029999999999999999,27129.709976976119,53897.699074310141,0.06368606192144384
11,24000,0.029999999999999999,26032.950344793251,51750.564895221964,0.062344103059513725
12,24000,0.029999999999999999,26522.028099744668,54299.253366716563,0.063937033354197842
13,24000,0.029999999999999999,25247.328127942699,52342.384556300691,0.062713990347687931
14,24000,0.029999999999999999,26638.124688226719,52327.676733554952,0.062704797958471836
15,24000,0.029999999999999999,25931.343144218168,52359.943425444464,0.062724964640902797
16,24000,0.029999999999999999,26308.906765737363,53236.621485640797,0.063272888428525492
17,24000,0.029999999999999999,25757.090056781071,51561.814589907452,0.062226134118692156
18,24000,0.029999999999999999,26586.804317210819,52210.859357809153,0.062631787098630723
19,24000,0.029999999999999999,27755.344102000556,53448.777633111509,0.063405486020694693
20,24000,0.029999999999999999,26927.352204201674,54150.975648724452,0.063844359780452775
21,24000,0.029999999999999999,25569.466453798515,51708.390055196469,0.062317743784497795
22,24000,0.029999999999999999,27281.746742219835,53117.61303184765,0.063198508144904783
23,24000,0.029999999999999999,26734.965997418803,53305.18281450525,0.063315739259065779
24,24000,0.029999999999999999,26489.865676831592,53349.107289659551,0.063343192056037223
25,24000,0.029999999999999999,25526.04467240375,52371.824903690445,0.062732390564806534
26,24000,0.029999999999999999,28019.051250061653,55354.778855735225,0.064596736784834519
27,24000,0.029999999999999999,25841.465278343552,52370.846703127732,0.062731779189454828
28,24000,0.029999999999999999,26274.521092081501,52984.929929133941,0.063115581205708704
29,24000,0.029999999999999999,24555.581326696407,51385.06901103635,0.062115668131897721
30,24000,0.029999999999999999,27759.088929525282,54752.431207012691,0.064220269504382921
31,24000,0.029999999999999999,25345.891285858102,52567.757364058045,0.062854848352536269
32,24000,0.029999999999999999,26892.460389274504,54440.027238788032,0.064025017024242514
33,24000,0.029999999999999999,26255.718735006318,52906.018611800413,0.063066261632375248
34,24000,0.029999999999999999,27385.72379613349,53095.787379058216,0.063184867111911375
35,24000,0.029999999999999999,26856.581881321836,53599.504579328619,0.063499690362080391
36,24000,0.029999999999999999,26054.522391629347,52651.619008441325,0.062907261880275817
37,24000,0.029999999999999999,25572.518888639213,51815.154184203915,0.062384471365127446
38,24000,0.029999999999999999,25444.818055513708,51883.268094192928,0.062427042558870577
39,24000,0.029999999999999999,25829.217299560696,52334.023814337022,0.062708764883960641
40,24000,0.029999999999999999,25200.049355643343,51910.519487178703,0.062444074679486691
41,24000,0.029999999999999999,27056.353709803974,53952.453063519744,0.06372028316469984
42,24000,0.029999999999999999,26471.349410407696,53670.094867972599,0.063543809292482878
43,24000,0.029999999999999999,27789.980980120483,54402.677045304168,0.064001673153315106
44,24000,0.029999999999999999,25983.347577016273,53107.109364349744,0.063191943352718591
45,24000,0.029999999999999999,26761.150244418877,53523.240058004129,0.06345202503625258
46,24000,0.029999999999999999,26370.995916046752,53895.124328269711,0.063684452705168565
47,24000,0.029999999999999999,25652.224501471275,51697.146107828477,0.062310716317392795
48,24000,0.029999999999999999,25288.593327147955,51834.519943138926,0.062396574964461826
49,24000,0.029999999999999999,27066.448333642838,53810.755417642133,0.063631722136026331
50,24000,0.029999999999999999,26740.343454760652,52989.394077608085,0.06311837129850506
51,24000,0.029999999999999999,27100.941535072514,52178.458373971414,0.062611536483732133
52,24000,0.029999999999999999,26753.930953083978,53487.660735896548,0.063429787959935341
53,24000,0.029999999999999999,25505.240126249239,51287.318243537062,0.062054573902210662
54,24000,0.029999999999999999,24870.848753998722,51952.907687340696,0.062470567304587936
55,24000,0.029999999999999999,26837.545215510469,53749.594026549625,0.063593496266593524
56,24000,0.029999999999999999,27252.720256460976,54121.787746720147,0.0638261173417001
57,24000,0.029999999999999999,26742.754195758404,52667.260735973883,0.062917037959983685
58,24000,0.029999999999999999,26214.239295210751,52121.768268464955,0.062576105167790594
59,24000,0.029999999999999999,27868.540059214887,54600.38912002289,0.064125243200014309
60,24000,0.029999999999999999,27494.122311790503,53645.003521152583,0.063528127200720361
61,24000,0.029999999999999999,26863.347862007839,54814.166120298949,0.06425885382518684
62,24000,0.029999999999999999,24791.908897772191,50677.488643351178,0.061673430402094484
63,24000,0.029999999999999999,26129.98274471908,52336.590495474673,0.062710369059671672
64,24000,0.029999999999999999,25419.595575362953,51259.576988988345,0.062037235618117713
65,24000,0.029999999999999999,27209.950138808308,53045.139203437757,0.063153212002148601
66,24000,0.029999999999999999,27314.025704142976,52783.464530693396,0.062989665331683375
67,24000,0.029999999999999999,27985.450208004506,53946.390845519956,0.06371649427844997
68,24000,0.029999999999999999,27425.976869341099,54299.942101459637,0.063937463813412282
69,24000,0.029999999999999999,27608.938794259626,55193.180212614825,0.06449573763288427
70,24000,0.029999999999999999,25499.681686945089,52012.742573088864,0.062507964108180547
71,24000,0.029999999999999999,25134.268249018773,52497.88428821363,0.062811177680133515
72,24000,0.029999999999999999,26638.701513173306,54890.955381588632,0.064306847113492896
73,24000,0.029999999999999999,26035.690767108641,52617.26010020743,0.062885787562629636
74,24000,0.029999999999999999,27108.589109409928,52984.899987434044,0.063115562492146282
75,24000,0.029999999999999999,26949.578301702273,53671.715943545722,0.063544822464716072
76,24000,0.029999999999999999,28011.210991845121,54892.496954207985,0.064307810596379994
77,24000,0.029999999999999999,27180.313160496964,53350.567925603325,0.063344104953502067
78,24000,0.029999999999999999,28139.680059136761,55523.37091011701,0.06470210681882313
79,24000,0.029999999999999999,26664.962933549385,53383.209172530951,0.063364505732831838
80,24000,0.029999999999999999,27106.641386573334,54159.626272213674,0.063849766420133541
81,24000,0.029999999999999999,25592.4408588365,51990.296498857882,0.062493935311786174
82,24000,0.029999999999999999,28574.565416734957,54936.254135343632,0.064335158834589762
83,24000,0.029999999999999999,25802.568441939133,53551.656089288153,0.063469785055805097
84,24000,0.029999999999999999,25958.010885908167,52324.234802614694,0.062702646751634172
85,24000,0.029999999999999999,26879.893778327856,53726.094115132175,0.0635788088219576
86,24000,0.029999999999999999,26982.036277402123,54580.105494796517,0.064112565934247828
87,24000,0.029999999999999999,27759.383025435007,54915.879358967148,0.064322424599354472
88,24000,0.029999999999999999,27097.706609973677,53937.93353781016,0.063711208461131347
89,24000,0.029999999999999999,26884.138419812956,53599.438969114599,0.06349964935569663
90,24000,0.029999999999999999,26544.101928481548,54057.681663669071,0.063786051039793165
91,24000,0.029999999999999999,26807.601432657826,54479.052622845389,0.064049407889278376
92,24000,0.029999999999999999,26877.938455636911,54319.717888276144,0.063949823680172588
93,24000,0.029999999999999999,26580.423812375317,53254.097186251311,0.063283810741407071
94,24000,0.029999999999999999,26162.630636775863,51680.234237602373,0.062300146398501483
95,24000,0.029999999999999999,27022.617359931002,52928.117049670509,0.063080073156044067
96,24000,0.029999999999999999,26916.275897107971,52817.047511339872,0.063010654694587415
97,24000,0.029999999999999999,25769.6224074725,51692.801618355232,0.06230800101147202
98,24000,0.029999999999999999,27086.624116286923,54073.38327726139,0.063795864548288367
99,24000,0.029999999999999999,26299.959112057673,52894.884472525693,0.063059302795328565
100,24000,0.029999999999999999,26838.713663886465,53658.464588423361,0.063536540367764599
101,24000,0.029999999999999999,26560.254281204729,53360.740216257633,0.063350462635161017
102,24000,0.029999999999999999,26702.991514057278,52140.290313095429,0.062587681445684634
103,24000,0.029999999999999999,24783.47825660737,50877.125945145584,0.061798203715715989
104,24000,0.029999999999999999,27142.997658155404,54136.177361797032,0.063835110851123145
105,24000,0.029999999999999999,27484.356230604233,54307.561797889772,0.063942226123681112
106,24000,0.029999999999999999,26794.986039231826,53790.933427281663,0.063619333392051031
107,24000,0.029999999999999999,26886.047041998205,52803.810217012382,0.063002381385632744
108,24000,0.029999999999999999,27298.392012666274,53675.898243512638,0.063547436402195401
109,24000,0.029999999999999999,25094.900773433881,51773.170111252322,0.062358231319532699
110,24000,0.029999999999999999,27810.490529750339,54592.766445202913,0.064120479028251826
111,24000,0.029999999999999999,25796.690138137677,51439.773998496195,0.062149858749060122
112,24000,0.029999999999999999,25590.943785343108,52064.761308094792,0.062540475817559241
113,24000,0.029999999999999999,27363.954124612359,53778.701228522048,0.063611688267826288
114,24000,0.029999999999999999,27250.772042656685,52831.86027591888,0.063019912672449302
115,24000,0.029999999999999999,26483.293255271197,53022.488819496102,0.063139055512185072
116,24000,0.029999999999999999,27106.317469246787,53263.771390976202,0.063289857119360124
117,24000,0.029999999999999999,27204.409205662043,52946.531549407031,0.063091582218379391
118,24000,0.029999999999999999,25910.32107861204,52306.455946088448,0.062691534966305279
119,24000,0.029999999999999999,26068.855303668101,53519.060012561145,0.063449412507850717
120,24000,0.029999999999999999,26820.118744004674,52615.062795902544,0.062884414247439097
121,24000,0.029999999999999999,25780.016645566044,52274.133555517197,0.062671333472198248
122,24000,0.029999999999999999,26287.923220201203,54371.959882797091,0.06398247492674819
123,24000,0.029999999999999999,25677.84627656794,53667.784621232517,0.063542365388270322
124,24000,0.029999999999999999,25995.742296996548,51789.609799103244,0.062368506124439525
125,24000,0.029999999999999999,25971.056344944522,52207.292813344851,0.062629558008340525
126,24000,0.029999999999999999,25844.858884516107,52682.224454272029,0.062926390283920025
127,24000,0.029999999999999999,27794.093136602914,54456.580648557028,0.064035362905348142
128,24000,0.029999999999999999,25696.806787788712,50899.636903839528,0.061812273064899705
129,24000,0.029999999999999999,26654.130146954791,53884.290191962646,0.063677681369976646
130,24000,0.029999999999999999,25400.51616700098,51331.241803002631,0.062082026126876647
131,24000,0.029999999999999999,26353.976999155606,53721.568683257465,0.063575980427035911
132,24000,0.029999999999999999,27012.750545308336,53722.837622595078,0.063576773514121915
133,24000,0.029999999999999999,27522.157361124955,54183.528556292295,0.063864705347682682
134,24000,0.029999999999999999,27260.266083152615,54569.21923209029,0.064105762020056439
135,24000,0.029999999999999999,26915.227552274369,53502.842987435208,0.06343927686714701
136,24000,0.029999999999999999,27811.746293480304,54374.347812816392,0.063983967383010237
137,24000,0.029999999999999999,25944.803433017816,52482.269195193418,0.062801418246995894
138,24000,0.029999999999999999,26954.555701839145,53343.695796125838,0.063339809872578645
139,24000,0.029999999999999999,26702.43887675702,53239.27422122877,0.063274546388267988
140,24000,0.029999999999999999,25954.21937058229,53895.955833344829,0.063684972395840519
141,24000,0.029999999999999999,26587.467901141586,53231.023759044299,0.063269389849402696
142,24000,0.029999999999999999,26144.334322504714,52611.228329443024,0.062882017705901891
143,24000,0.029999999999999999,27037.19461238198,54263.211057987173,0.063914506911241981
144,24000,0.029999999999999999,26794.88603610931,53940.581406394718,0.063712863378996704
145,24000,0.029999999999999999,26807.036700604262,53757.745201183148,0.063598590750739467
146,24000,0.029999999999999999,26380.217641123545,52056.135608837132,0.062535084755523204
147,24000,0.029999999999999999,26857.08973410766,53406.673591756531,0.063379170994847828
148,24000,0.029999999999999999,27008.896667147146,53293.417430848902,0.063308385894280561
149,24000,0.029999999999999999,27079.456810569092,52915.584171640454,0.063072240107275274
150,24000,0.029999999999999999,26343.606408068397,53102.720823496944,0.063189200514685587
151,24000,0.029999999999999999,26475.280445974386,54236.33413077228,0.06389770883173268
152,24000,0.029999999999999999,25579.45564461542,52070.671795905364,0.062544169872440852
153,24000,0.029999999999999999,27849.071757707316,55260.033968744581,0.064537521230465356
154,24000,0.029999999999999999,26396.419530509287,52565.992305082218,0.06285374519067638
155,24000,0.029999999999999999,26714.813809314164,53699.031927712662,0.063561894954820411
156,24000,0.029999999999999999,26099.735130742349,52888.478248775384,0.063055298905484614
157,24000,0.029999999999999999,27136.841860078432,54017.977460735659,0.063761235912959791
158,24000,0.029999999999999999,27914.589015283018,55195.536922913314,0.064497210576820813
159,24000,0.029999999999999999,25974.041353356326,52059.220294011087,0.062537012683756929
160,24000,0.029999999999999999,27713.384202635938,53060.73824591934,0.063162961403699591
161,24000,0.029999999999999999,25971.560642178836,53505.034816087027,0.063440646760054398
162,24000,0.029999999999999999,26644.642606321901,54153.084217172582,0.063845677635732873
163,24000,0.029999999999999999,26772.316552517754,53933.566683663266,0.063708479177289543
164,24000,0.029999999999999999,26788.791010874451,53784.680991571186,0.063615425619731991
165,24000,0.029999999999999999,25931.382116096556,52949.936916249513,0.063093710572655948
166,24000,0.029999999999999999,27199.279924935199,54889.924434588625,0.064306202771617887
167,24000,0.029999999999999999,26530.769569896591,52590.257273578623,0.062868910795986638
168,24000,0.029999999999999999,26457.802765980206,51890.403976980699,0.062431502485612939
169,24000,0.029999999999999999,26153.120368590236,53634.334017449699,0.063521458760906063
170,24000,0.029999999999999999,26014.117625153733,53322.122175908858,0.063326326359943036
171,24000,0.029999999999999999,27031.234485995759,54680.185275882191,0.064175115797426366
172,24000,0.029999999999999999,27086.200443840517,53713.151038091069,0.063570719398806916
173,24000,0.029999999999999999,26408.869458556132,55092.73586846752,0.064432959917792201
174,24000,0.029999999999999999,26942.484741858989,52719.241672061537,0.062949526045038451
175,24000,0.029999999999999999,25959.590132843736,53264.476885161828,0.063290298053226141
176,24000,0.029999999999999999,27514.041891244036,52793.77810672886,0.062996111316705544
177,24000,0.029999999999999999,27353.821974286086,54066.587202410148,0.063791617001506346
178,24000,0.029999999999999999,27134.861485743149,54633.741647435163,0.064146088529646983
179,24000,0.029999999999999999,26009.740378250019,53030.784870692827,0.063144240544183022
180,24000,0.029999999999999999,27485.335107843497,54536.571485443572,0.064085357178402233
181,24000,0.029999999999999999,25403.18650709595,50963.948727115938,0.06185246795444746
182,24000,0.029999999999999999,26457.230220806581,52600.225871024122,0.062875141169390081
183,24000,0.029999999999999999,27612.104009199025,54496.024031055502,0.064060015019409694
184,24000,0.029999999999999999,26498.85587994448,54874.562462308335,0.064296601538942705
185,24000,0.029999999999999999,26964.545631805064,54231.21790894022,0.063894511193087644
186,24000,0.029999999999999999,27551.31573265322,53258.953038267391,0.063286845648917123
187,24000,0.029999999999999999,26108.052257875861,52647.468283807662,0.062904667677379789
188,24000,0.029999999999999999,25224.951187782048,51646.447651566581,0.062279029782229114
189,24000,0.029999999999999999,26724.768267642605,53443.439066649866,0.063402149416656173
190,24000,0.029999999999999999,26838.148880937853,52725.2997714714,0.062953312357169625
191,24000,0.029999999999999999,27074.555148116324,54601.569256483839,0.064125980785302406
192,24000,0.029999999999999999,26544.682432465044,52996.557620194435,0.063122848512621524
193,24000,0.029999999999999999,26848.532729712424,53334.394697426796,0.06333399668589175
194,24000,0.029999999999999999,27415.77056192901,54258.942960667002,0.063911839350416874
195,24000,0.029999999999999999,26568.519183213073,53228.179254235343,0.06326761203389708
196,24000,0.029999999999999999,26694.499419408803,53509.375418160162,0.063443359636350102
197,24000,0.029999999999999999,26328.594000021938,54468.564729343081,0.064042852955839419
198,24000,0.029999999999999999,26349.977855066136,52836.889348461154,0.063023055842788223
199,24000,0.029999999999999999,26825.304568114338,53668.953311863341,0.063543095819914588
